id,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42029468,181895097,Reina,within an hour,100%,96%,Shinjuku,10,10,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,6,1,2,4,"$20,001.00",2,"$3,800.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42029969,267065535,Frances,within an hour,100%,100%,Shinjuku District,7,7,Shinjuku District,Shinjuku Ku,Ryokan (Japan),Private room,3,1,1,2,"$3,325.00",2,"$2,000.00",1,31,1,1,1125,1125,1,1,100,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42030512,149350658,K'S House Tokyo,within an hour,100%,100%,,13,13,Taito District,Taito Ku,Hostel,Shared room,1,0.5,1,3,"$3,540.00",1,$0.00,1,14,1,3,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42033559,287790951,Miho,within an hour,90%,100%,Shinjuku District,19,19,Sumida District,Sumida Ku,Apartment,Entire home/apt,5,1.5,1,4,"$14,051.00",1,$0.00,1,1125,1,1,1125,1125,2,2,100,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42049728,325492028,Akihiro/Eri,within an hour,100%,100%,Kita District,11,11,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,0,2,"$6,972.00",2,"$1,000.00",1,1125,1,3,1125,1125,4,4,100,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42050209,325747621,Sakura,within an hour,100%,100%,Shibuya District,0,0,Sumida District,Sumida Ku,Apartment,Private room,2,1,1,0,"$7,508.00",1,$0.00,1,365,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42051880,118653711,Erina,within an hour,100%,100%,Miyakojima-ku,26,26,Sumida District,Sumida Ku,Apartment,Entire home/apt,3,1,1,2,"$15,017.00",2,$0.00,1,365,1,1,365,365,2,2,100,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42052106,325747621,Sakura,within an hour,100%,100%,Shibuya District,0,0,Sumida District,Sumida Ku,Apartment,Private room,3,1,1,0,"$8,795.00",2,"$3,000.00",1,365,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42052539,325747621,Sakura,within an hour,100%,100%,Shibuya District,0,0,Sumida District,Sumida Ku,Apartment,Private room,4,1,2,0,"$14,051.00",2,"$3,000.00",1,365,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42052648,290270909,Plays,within an hour,100%,98%,Shibuya District,16,16,Shinjuku District,Shinjuku Ku,House,Entire home/apt,10,1.5,3,8,"$24,992.00",1,$0.00,30,1125,1,30,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42052735,333030877,Momoko,within a day,50%,100%,,2,2,,Machida Shi,Guest suite,Private room,2,0.5,1,2,"$5,027.00",1,"$4,500.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42052820,325747621,Sakura,within an hour,100%,100%,Shibuya District,0,0,Sumida District,Sumida Ku,Apartment,Private room,4,1,2,0,"$14,051.00",2,"$3,000.00",1,365,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42053061,325747621,Sakura,within an hour,100%,100%,Shibuya District,0,0,Sumida District,Sumida Ku,Apartment,Private room,4,1,2,0,"$14,051.00",2,"$3,000.00",1,365,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42053305,50251074,Jun,within a few hours,100%,100%,Shibuya District,28,28,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,8,2,1,0,"$21,774.00",5,"$4,000.00",1,60,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42053410,325747621,Sakura,within an hour,100%,100%,Shibuya District,0,0,Sumida District,Sumida Ku,Apartment,Private room,4,1,2,0,"$14,051.00",2,"$3,000.00",1,365,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42053764,41891471,Hiroki,within an hour,100%,100%,Ota District,9,9,,Ota Ku,Apartment,Entire home/apt,2,1,1,2,"$3,209.00",1,$0.00,1,1125,1,1,1125,1125,8,8,90,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42054182,41891471,Hiroki,within an hour,100%,100%,Ota District,9,9,,Ota Ku,Apartment,Entire home/apt,3,1,1,1,"$3,744.00",2,"$1,000.00",1,1125,1,1,1125,1125,7,7,91,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42054594,333316264,Yui & Yosuke,within an hour,100%,100%,,2,2,Shibuya District,Shibuya Ku,House,Entire home/apt,16,1,5,10,"$40,008.00",1,$0.00,1,1125,1,1,1125,1125,3,3,100,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42055576,333316264,Yui & Yosuke,within an hour,100%,100%,,2,2,Shibuya District,Shibuya Ku,House,Entire home/apt,16,1,5,10,"$40,008.00",1,$0.00,1,1125,1,1,1125,1125,2,2,100,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42055680,327843203,Mac,within an hour,100%,100%,Chiyoda District,4,4,Chiyoda District,Chiyoda Ku,Apartment,Entire home/apt,5,1.5,3,6,"$17,969.00",8,$0.00,2,1125,2,2,1125,1125,1,1,100,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057248,333350059,Carol,within an hour,100%,100%,,1,1,Toshima District,Toshima Ku,House,Entire home/apt,8,2,3,6,"$21,989.00",6,"$1,500.00",2,1125,2,2,1125,1125,1,1,100,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057407,325835081,Rinka,within an hour,100%,100%,,4,4,Taito District,Taito Ku,Apartment,Entire home/apt,5,1,1,2,"$8,045.00",1,$0.00,3,1125,2,3,1125,1125,5,5,100,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057529,325835081,Rinka,within an hour,100%,100%,,4,4,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,5,1,1,2,"$8,045.00",1,$0.00,3,1125,2,3,1125,1125,6,6,100,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057707,325835081,Rinka,within an hour,100%,100%,,4,4,Taito District,Taito Ku,Apartment,Entire home/apt,6,1,2,3,"$12,013.00",1,$0.00,3,1125,2,3,1125,1125,5,5,100,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42060313,4838043,Robert,within an hour,100%,97%,Island of Hawaiʻi,41,41,Setagaya District,Setagaya Ku,Apartment,Entire home/apt,2,1,0,1,"$4,492.00",1,"$1,500.00",30,1125,30,30,1125,1125,1,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42060717,333125361,Minami,within an hour,100%,100%,,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,6,1,1,1,"$5,256.00",1,$900.00,30,100,10,30,1125,1125,3,3,100,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42062696,333125361,Minami,within an hour,100%,100%,,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,1,"$8,259.00",1,"$1,384.00",30,100,30,30,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42062861,51061481,Ayu,within an hour,100%,98%,Shinjuku District,4,4,Nerima District,Nerima Ku,Townhouse,Entire home/apt,5,1.5,2,4,"$22,996.00",3,"$1,500.00",7,1125,7,7,1125,1125,2,2,100,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42064386,327843203,Mac,within an hour,100%,100%,Chiyoda District,4,4,Chiyoda District,Chiyoda Ku,Apartment,Entire home/apt,7,2,3,5,"$20,001.00",7,$0.00,2,1125,2,2,1125,1125,2,2,90,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42076026,160657014,Marry,within an hour,90%,100%,Asakusa/Ueno,5,5,Toshima District,Toshima Ku,Tiny house,Entire home/apt,4,1,1,2,"$5,134.00",1,"$2,300.00",2,1125,2,2,1125,1125,1,1,100,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42076974,63598456,Spring,within an hour,93%,100%,Ota District,45,45,Ikebukuro,Toshima Ku,Apartment,Entire home/apt,4,1,1,3,"$14,051.00",3,"$1,800.00",1,60,1,2,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42080127,62214812,Riku,within an hour,100%,98%,Asakusa/Ueno,49,49,,Katsushika Ku,Apartment,Entire home/apt,2,1,1,2,"$6,543.00",1,$0.00,1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42080741,173962342,Akihiro,within an hour,100%,100%,Shinagawa District,9,9,,Shinagawa Ku,House,Entire home/apt,16,3,3,8,"$40,002.00",8,"$1,000.00",1,1125,1,1,1125,1125,1,1,100,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42082132,,https://www.airbnb.com/users/show/81605474,I am a Chinese girl living in Japan for a long time. Love to travel and make friends.,within an hour,100%,https://a0.muscache.com/im/pictures/user/0f2a69cf-cadc-4845-9273-53c9cc8dfbf4.jpg?aki_policy=profile_x_medium,Sumida District,3,"Sumida City, Tōkyō-to, Japan",Sumida District,t,Apartment,Entire home/apt,7,1,2,,"$10,000.00",3,"$2,000.00",2,1125,2,2,1125,2020-04-28,2,2020-02-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42082920,73463626,Hara,within an hour,97%,100%,Chiyoda District,115,115,Ikebukuro,Toshima Ku,Apartment,Entire home/apt,2,1,1,1,"$89,992.00",2,"$3,000.00",1,365,1,1,365,365,7,7,80,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42087388,333730017,Maggie,within an hour,100%,100%,,2,2,Adachi District,Adachi Ku,House,Entire home/apt,12,1.5,3,12,"$11,979.00",4,"$2,000.00",1,1125,1,1,1125,1125,4,4,90,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42089818,73463626,Hara,within an hour,97%,100%,Chiyoda District,115,115,Toshima District,Toshima Ku,Apartment,Entire home/apt,5,1,1,3,"$49,984.00",4,"$3,000.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42100318,16698055,Nanako,within an hour,100%,100%,,0,0,,Edogawa Ku,House,Entire home/apt,12,1,2,4,"$24,493.00",12,"$1,500.00",2,365,2,2,365,365,2,2,90,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42100830,318242986,Asawa Family,within an hour,100%,100%,Shinjuku District,6,6,Kita District,Kita Ku,Apartment,Entire home/apt,6,1,1,3,"$7,487.00",2,$0.00,1,28,1,1,1125,1125,2,2,100,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42102148,186532439,Teppei,within an hour,100%,100%,Toshima District,24,24,,Ota Ku,House,Private room,2,2,1,1,"$3,530.00",1,"$1,500.00",2,365,2,2,365,365,3,3,100,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42103625,333942571,Yuri,within an hour,100%,95%,,2,2,Ebisu/Daikanyama,Shibuya Ku,Apartment,Entire home/apt,2,1,0,1,"$99,967.00",1,$0.00,2,365,2,30,365,365,8,8,98,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42105132,257655359,Mao,within an hour,100%,100%,,1,1,Taito District,Taito Ku,House,Entire home/apt,14,1,5,9,"$8,474.00",3,"$1,000.00",1,1125,1,1,1125,1125,1,1,100,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42105529,333942571,Yuri,within an hour,100%,95%,,2,2,Ebisu/Daikanyama,Shibuya Ku,Apartment,Entire home/apt,2,1,0,1,"$99,967.00",1,$0.00,2,365,2,30,365,365,4,4,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42108345,333992239,Fujiko,N/A,N/A,N/A,,0,0,Shinjuku District,Shinjuku Ku,House,Entire home/apt,16,1.5,3,3,"$40,008.00",1,$0.00,30,90,30,30,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42122237,333992239,Fujiko,N/A,N/A,N/A,,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,6,1,0,3,"$14,974.00",1,$0.00,30,90,30,30,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42122505,52608853,Koh,within an hour,100%,100%,Shinjuku District,17,17,Shinjuku,Shinjuku Ku,Apartment,Entire home/apt,2,1,0,0,"$9,975.00",1,$0.00,2,1125,2,2,1125,1125,1,1,100,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42123744,171349120,Sakura Hotel Hatagaya,N/A,N/A,N/A,,1,1,Shibuya District,Shibuya Ku,Hotel,Private room,4,1,1,1,"$13,515.00",1,$0.00,1,30,1,1,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42124403,328361303,Akemi,within an hour,100%,100%,Asakusa/Ueno,10,10,Asakusa/Ueno,Taito Ku,Bed and breakfast,Private room,2,3,1,2,"$6,007.00",1,$0.00,1,30,1,1,30,30,1,1,100,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42124614,208189463,Shotaro,within an hour,100%,100%,Edogawa District,9,9,,Edogawa Ku,Apartment,Entire home/apt,5,1,1,3,"$8,984.00",1,"$1,500.00",1,365,1,1,365,365,1,1,80,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42125493,39314421,Masahiro,within an hour,100%,100%,Bunkyo District,19,19,Bunkyo District,Bunkyo Ku,Apartment,Entire home/apt,10,5,5,5,"$34,967.00",1,$0.00,2,1125,2,2,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42125543,39314421,Masahiro,within an hour,100%,100%,Bunkyo District,19,19,Bunkyo District,Bunkyo Ku,Apartment,Entire home/apt,8,3,3,4,"$30,033.00",1,$0.00,2,1125,2,2,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42125731,208189463,Shotaro,within an hour,100%,100%,Edogawa District,9,9,,Edogawa Ku,Apartment,Entire home/apt,6,1,2,3,"$8,984.00",1,"$1,500.00",1,365,1,1,365,365,2,2,100,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42125759,119191690,Shizuya,within an hour,100%,99%,Edogawa District,9,9,,Kokubunji Shi,House,Private room,7,1.5,2,4,"$11,979.00",6,"$1,500.00",2,30,2,2,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42126271,78745434,Jeffrey,within an hour,100%,98%,Shinjuku District,9,9,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1.5,0,2,"$9,975.00",2,"$3,000.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42127080,283813084,Kenichi,within a few hours,100%,N/A,,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,2,"$15,017.00",3,"$2,000.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42129228,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hostel,Shared room,1,1,1,1,"$19,951.00",1,$0.00,2,180,2,2,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42129229,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hostel,Shared room,1,1,1,1,"$19,951.00",1,$0.00,2,180,2,2,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42129232,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hotel,Private room,2,1,1,2,"$19,951.00",1,$0.00,2,180,2,2,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42142688,279064316,Na,within an hour,100%,100%,Toshima District,102,102,Sumida District,Sumida Ku,House,Entire home/apt,5,1,3,2,"$10,696.00",4,"$2,000.00",2,1125,2,2,1125,1125,1,1,100,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144211,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hostel,Shared room,1,1,1,1,"$5,027.00",1,$0.00,1,180,1,1,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144212,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Ginza,Chuo Ku,Hostel,Shared room,1,1,1,1,"$5,041.00",1,$0.00,1,180,1,1,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144214,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hostel,Shared room,1,1,1,1,"$5,027.00",1,$0.00,1,180,1,1,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144215,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hotel,Private room,2,1,1,2,"$9,947.00",1,$0.00,1,180,1,1,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144218,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hostel,Private room,4,1,1,2,"$16,792.00",1,$0.00,1,180,1,1,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144219,149159679,Imano Tokyo Ginza HOSTEL,within an hour,100%,100%,,9,9,Chūō District,Chuo Ku,Hostel,Private room,6,1,1,3,"$23,531.00",1,$0.00,1,180,1,1,180,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42144464,154517762,Mary,within an hour,100%,100%,Shimokitazawa,7,7,Setagaya District,Setagaya Ku,Apartment,Entire home/apt,3,1,1,2,"$12,514.00",2,"$2,800.00",1,1125,1,1,1125,1125,10,10,98,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42145113,73463626,Hara,within an hour,97%,100%,Chiyoda District,115,115,Toshima District,Toshima Ku,Villa,Entire home/apt,14,2,6,6,"$49,949.00",6,"$3,000.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42146208,316322525,Hmsj,within an hour,90%,100%,Edogawa District,6,6,Itabashi District,Itabashi Ku,House,Entire home/apt,10,4.5,4,3,"$17,162.00",4,"$3,000.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42161026,62915585,Jacky,within an hour,100%,83%,Shinjuku District,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,2,"$11,799.00",2,"$1,600.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42161639,331066175,Win,within an hour,100%,100%,,0,0,Edogawa District,Edogawa Ku,Apartment,Entire home/apt,3,1.5,1,2,"$6,524.00",2,"$2,000.00",2,1125,2,2,1125,1125,3,3,93,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42161707,331066175,Win,within an hour,100%,100%,,0,0,Edogawa District,Edogawa Ku,Apartment,Entire home/apt,4,1.5,1,2,"$6,952.00",2,"$2,000.00",2,1125,2,2,1125,1125,4,4,95,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42161741,331066175,Win,within an hour,100%,100%,,0,0,Edogawa District,Edogawa Ku,Apartment,Entire home/apt,2,1.5,1,0,"$5,455.00",2,"$2,000.00",2,1125,2,2,1125,1125,1,1,100,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42162240,294205299,Nestay,within a few hours,100%,100%,Shinjuku District,0,0,Toshima District,Toshima Ku,House,Entire home/apt,8,1,2,4,"$24,992.00",1,$0.00,1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42163110,62915585,Jacky,within an hour,100%,83%,Shinjuku District,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,2,"$11,799.00",2,"$1,600.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42163540,62915585,Jacky,within an hour,100%,83%,Shinjuku District,0,0,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,1,"$11,799.00",2,"$1,600.00",1,1125,1,1,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42165227,4981880,Yoka,within an hour,100%,100%,Bunkyo District,24,24,Chūō District,Chuo Ku,Boutique hotel,Private room,3,1,1,1,"$49,949.00",1,"$1,500.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42165507,4981880,Yoka,within an hour,100%,100%,Bunkyo District,24,24,Chūō District,Chuo Ku,Boutique hotel,Private room,3,1,1,1,"$49,949.00",1,"$1,500.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42169321,4981880,Yoka,within an hour,100%,100%,Bunkyo District,24,24,Chūō District,Chuo Ku,Boutique hotel,Private room,6,1.5,2,3,"$49,949.00",1,"$1,500.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42170809,4981880,Yoka,within an hour,100%,100%,Bunkyo District,24,24,Chūō District,Chuo Ku,Boutique hotel,Private room,6,1.5,2,3,"$49,949.00",1,"$1,500.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42171114,4981880,Yoka,within an hour,100%,100%,Bunkyo District,24,24,Chūō District,Chuo Ku,Boutique hotel,Private room,6,1.5,2,3,"$49,949.00",1,"$1,500.00",1,365,1,1,365,365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
